0,22.19
50,22.19
100,22.19
150,22.19
200,22.19
250,22.25
300,22.19
350,22.25
400,22.25
450,22.25
500,22.25
550,22.25
600,22.31
650,22.31
700,22.31
750,22.31
800,22.31
850,22.31
900,22.37
950,22.31
1000,22.37
1050,22.37
1100,22.37
1150,22.37
1200,22.37
1250,22.44
1300,22.37
1350,22.44
1400,22.44
1450,22.44
1500,22.44
1550,22.5
1600,22.5
1650,22.5
1700,22.5
1750,22.5
1800,22.56
1850,22.56
1900,22.69
1950,22.87
2000,23.12
2050,23.37
2100,23.69
2150,23.94
2200,24.25
2250,24.5
2300,24.75
2350,25
2400,25.31
2450,25.56
2500,25.87
2550,26.12
2600,26.37
2650,26.62
2700,26.94
2750,27.12
2800,27.37
2850,27.62
2900,27.75
2950,28
3000,28.25
3050,28.44
3100,28.62
3150,28.75
3200,28.94
3250,29.12
3300,29.25
3350,29.44
3400,29.56
3450,29.75
3500,29.81
3550,30
3600,30.12
3650,30.25
3700,30.31
3750,30.5
3800,30.56
3850,30.69
3900,30.75
3950,30.87
4000,30.94
4050,31.06
4100,31.12
4150,31.25
4200,31.31
4250,31.44
4300,31.5
4350,31.56
4400,31.62
4450,31.69
4500,31.75
4550,31.81
4600,31.87
4650,31.94
4700,32
4750,32.06
4800,32.13
4850,32.19
4900,32.25
4950,32.25
5000,32.31
5050,32.38
5100,32.44
5150,32.5
5200,32.5
5250,32.56
5300,32.63
5350,32.63
5400,32.69
5450,32.75
5500,32.75
5550,32.81
5600,32.81
5650,32.88
5700,32.88
5750,32.94
5800,32.94
5850,33
5900,33
5950,33.06
6000,33.06
6050,33.06
6100,33.13
6150,33.13
6200,33.19
6250,33.19
6300,33.25
6350,33.25
6400,33.25
6450,33.31
6500,33.31
6550,33.31
6600,33.38
6650,33.38
6700,33.44
6750,33.44
6800,33.44
6850,33.44
6900,33.5
6950,33.5
7000,33.5
7050,33.5
7100,33.56
7150,33.56
7200,33.56
7250,33.56
7300,33.63
7350,33.63
7400,33.63
7450,33.63
7500,33.63
7550,33.63
7600,33.69
7650,33.69
7700,33.69
7750,33.69
7800,33.69
7850,33.69
7900,33.69
7950,33.75
8000,33.75
8050,33.75
8100,33.75
8150,33.81
8200,33.75
8250,33.81
8300,33.81
8350,33.81
8400,33.81
8450,33.81
8500,33.81
8550,33.88
8600,33.81
8650,33.88
8700,33.88
8750,33.88
8800,33.88
8850,33.88
8900,33.88
8950,33.94
9000,33.88
9050,33.94
9100,33.94
9150,33.94
9200,34
9250,33.94
9300,33.94
9350,34
9400,34
9450,34
9500,34
9550,34
9600,34
9650,34
9700,34
9750,34
9800,34
9850,34.06
9900,34.06
9950,34.06
10000,34.06
10050,34.06
10100,34.06
10150,34.06
10200,34.06
10250,34.13
10300,34.13
10350,34.13
10400,34.13
10450,34.13
10500,34.13
10550,34.13
10600,34.13
10650,34.13
10700,34.13
10750,34.19
10800,34.19
10850,34.19
10900,34.19
10950,34.19
11000,34.19
11050,34.19
11100,34.19
11150,34.19
11200,34.19
11250,34.19
11300,34.25
11350,34.25
11400,34.25
11450,34.25
11500,34.25
11550,34.25
11600,34.25
11650,34.25
11700,34.25
11750,34.31
11800,34.25
11850,34.31
11900,34.31
11950,34.31
12000,34.31
12050,34.31
12100,34.31
12150,34.31
12200,34.31
12250,34.31
12300,34.38
12350,34.31
12400,34.31
12450,34.31
12500,34.31
12550,34.31
12600,34.38
12650,34.31
12700,34.38
12750,34.38
12800,34.38
12850,34.38
12900,34.38
12950,34.38
13000,34.38
13050,34.38
13100,34.38
13150,34.38
13200,34.38
13250,34.31
13300,34.38
13350,34.31
13400,34.31
13450,34.31
13500,34.25
13550,34.25
13600,34.19
13650,34.19
13700,34.19
13750,34.13
13800,34.13
13850,34.06
13900,34.06
13950,34
14000,34
14050,33.94
14100,33.94
14150,33.88
14200,33.81
14250,33.81
14300,33.75
14350,33.75
14400,33.69
14450,33.69
14500,33.63
14550,33.63
14600,33.56
14650,33.56
14700,33.5
14750,33.44
14800,33.44
14850,33.38
14900,33.38
14950,33.31
15000,33.31
15050,33.25
15100,33.19
15150,33.13
15200,33.13
15250,33.06
15300,33.06
15350,33
15400,32.94
15450,32.94
15500,32.88
15550,32.88
15600,32.81
15650,32.75
15700,32.69
15750,32.69
15800,32.63
15850,32.63
15900,32.56
15950,32.5
16000,32.5
16050,32.44
16100,32.44
16150,32.38
16200,32.31
16250,32.31
16300,32.31
16350,32.25
16400,32.25
16450,32.19
16500,32.19
16550,32.13
16600,32.13
16650,32.06
16700,32.06
16750,32
16800,31.94
16850,31.94
16900,31.94
16950,31.94
17000,31.81
17050,31.87
17100,31.75
17150,31.75
17200,31.75
17250,31.69
17300,31.69
17350,31.62
17400,31.62
17450,31.56
17500,31.5
17550,31.5
17600,31.44
17650,31.44
17700,31.37
17750,31.37
17800,31.31
17850,31.31
17900,31.25
17950,31.25
18000,31.19
18050,31.19
18100,31.12
18150,31.06
18200,31.06
18250,31.06
18300,31
18350,31
18400,30.94
18450,30.94
18500,30.87
18550,30.87
18600,30.81
18650,30.81
18700,30.75
18750,30.75
18800,30.75
18850,30.69
18900,30.69
18950,30.62
19000,30.56
19050,30.56
19100,30.56
19150,30.5
19200,30.5
19250,30.5
19300,30.37
19350,30.37
19400,30.37
19450,30.31
19500,30.31
19550,30.25
19600,30.25
19650,30.19
19700,30.19
19750,30.12
19800,30.12
19850,30.06
19900,30.06
19950,30
20000,30
20050,29.94
20100,29.94
20150,29.87
20200,29.87
20250,29.81
20300,29.81
20350,29.75
20400,29.75
20450,29.69
20500,29.69
20550,29.62
20600,29.62
20650,29.56
20700,29.56
20750,29.56
20800,29.5
20850,29.5
20900,29.44
20950,29.44
21000,29.37
21050,29.37
